,arg1,arg2,relation
20964,Ваньянь Юнгун,Ваньянь Юнцзи,SIBLING
20965,Sima Ying,Хуэй-ди,SIBLING
20966,Елюй Чжэнгэ,Шэн-цзун,SIBLING
20967,Yelü Shao,Ши-цзун,SIBLING
20968,Yelü Yange,Син-цзун,SIBLING
20969,Dorothy Bush Koch,Джордж Уокер Буш,SIBLING
20970,Эджегайеху Дибаба,Тирунеш Дибаба,SIBLING
20971,Wanyan Wozhe,Ваньянь Уцимай,SIBLING
20972,Анна Франк,"Франк, Марго",SIBLING
20973,Людвиг Эмиль Гримм,Якоб Гримм,SIBLING
20974,Yelü Taige,Син-цзун,SIBLING
20975,Лю Шэн,Шан-ди,SIBLING
20976,Тито Джексон,Майкл Джексон,SIBLING
20977,Yelü Taoge,Син-цзун,SIBLING
20978,Элеонора Английская,Эдуард II,SIBLING
20979,Marjorie Frances Blair,Джордж Оруэлл,SIBLING
20980,Martha Lynch Levacy,Дэвид Линч,SIBLING
20981,Генри Тюдор,Елизавета I,SIBLING
20982,Romain Maurras,"Моррас, Шарль",SIBLING
20983,Лю Жун,У-ди,SIBLING
20984,"Альбиоль, Мигель",Рауль Альбиоль,SIBLING
20985,Sima Yanzuo,У-ди,SIBLING
20986,Bernhard von Hindenburg,Пауль фон Гинденбург,SIBLING
20987,Libby Gates MacPhee,Билл Гейтс,SIBLING
20988,Liu Bo,Лю Бан,SIBLING
20989,Лаодика III,Антиох III Великий,SIBLING
20990,Кристофер Чикконе,Мадонна,SIBLING
20991,Larry Hanks,Том Хэнкс,SIBLING
20992,"Олдфилд, Салли",Майк Олдфилд,SIBLING
20993,Yelü Biegute,Син-цзун,SIBLING
20994,Ahmose-Tumerisi,Яхмос I,SIBLING
20995,Wuyashu,Ваньянь Агуда,SIBLING
20996,Liu You,Хуэй-ди,SIBLING
20997,Jacquemin d'Arc,Жанна д’Арк,SIBLING
20998,Николай Павлович Чехов,Антон Павлович Чехов,SIBLING
20999,Dorothy Elias-Fahn,Мелисса Чарльз,SIBLING
21000,Мэгги Симпсон,Лиза Симпсон,SIBLING
21001,Чарльз Вашингтон,Джордж Вашингтон,SIBLING
21002,Ферри Каронделет,Жан Каронделет,SIBLING
21003,"Длуска, Бронислава",Мария Склодовская-Кюри,SIBLING
21004,Wanyan Ang,Ваньянь Уцимай,SIBLING
21005,Sylvie Giscard d'Estaing,Валери Жискар д’Эстен,SIBLING
21006,Принц Гао,Цзыин,SIBLING
21007,Septimia Major,Каракалла,SIBLING
21008,Leon Ritzenthaler,Билл Клинтон,SIBLING
21009,Каролина Ганноверская,Альбер II,SIBLING
21010,Christiane Sengstack,Фридрих Вильгельм Грунд,SIBLING
21011,Лю Чжан,Чжан-ди,SIBLING
21012,Julius Schumann,Роберт Шуман,SIBLING
21013,Хуай-ди,Хуэй-ди,SIBLING
21014,Птолемей X,Птолемей IX,SIBLING
21015,Майя Соэторо-Энджи,Барак Обама,SIBLING
21016,Wanyan Wosai,Ваньянь Агуда,SIBLING
21017,Wanyan Gun,Ваньянь Дигунай,SIBLING
21018,"Кисимото, Сэиси","Кисимото, Масаси",SIBLING
21019,Дрого Шампанский,Карл Мартелл,SIBLING
21020,Ольга Ильинична Ульянова,Владимир Ильич Ленин,SIBLING
21021,Артуро Алессандри Родригес,Хорхе Алессандри Родригес,SIBLING
21022,Сатьендранатх Тагор,Рабиндранат Тагор,SIBLING
21023,Тереза Шампольон,Жан-Франсуа Шампольон,SIBLING
21024,"Дюшан-Вийон, Раймон",Марсель Дюшан,SIBLING
21025,Сигизмунд Прусский,Вильгельм II,SIBLING
21026,Amun-her-khepeshef,Рамсес IV,SIBLING
21027,Тентипет,Рамсес VI,SIBLING
21028,Жак Вийон,Марсель Дюшан,SIBLING
21029,Джордж Скотт Ромни,Митт Ромни,SIBLING
21030,Клеопатра I,Антиох IV Эпифан,SIBLING
21031,Агнесса Аквитанская,Гильом IX Трубадур,SIBLING
21032,Лю Цзи,Чжан-ди,SIBLING
21033,Helena Skłodowska-Szaley,Мария Склодовская-Кюри,SIBLING
21034,Yelü Dianni,Син-цзун,SIBLING
21035,Маргарита Прусская,Вильгельм II,SIBLING
21036,Нора Борхес,Хорхе Луис Борхес,SIBLING
21037,Джим Хэнкс,Том Хэнкс,SIBLING
21038,Johannes Franz Richard Adenauer,Конрад Аденауэр,SIBLING
21039,Вильгельм Гримм,Якоб Гримм,SIBLING
21040,Лю Пяо,Цзин-ди,SIBLING
21041,Arturo Aylwin,Патрисио Эйлвин,SIBLING
21042,Graem Bauer,Джек Бауэр,SIBLING
21043,Józef Skłodowski,Мария Склодовская-Кюри,SIBLING
21044,Stella Monteiro de Camargo Reis,Эбе Камарго,SIBLING
21045,Liu Yuan,Гуанъу-ди,SIBLING
21046,Якоб Гримм,Вильгельм Гримм,SIBLING
21047,Мария Николаевна Толстая,Лев Николаевич Толстой,SIBLING
21048,Jean de Béthune,Конон де Бетюн,SIBLING
21049,Лю Чан,Чжан-ди,SIBLING
21050,Ваньянь Юнчжун,Ваньянь Юнцзи,SIBLING
21051,Карл Фридрих фон Вайцзеккер,Рихард фон Вайцзеккер,SIBLING
21052,Юлия Цезарис Старшая,Гай Юлий Цезарь,SIBLING
21053,Yelü Bage,Син-цзун,SIBLING
21054,Liu Jiande,Ань-ди,SIBLING
21055,Шарлотта Прусская,Вильгельм II,SIBLING
21056,Антиох Младший,Антиох IV Эпифан,SIBLING
21057,Paul Warhola,Энди Уорхол,SIBLING
21058,Мао Цзэминь,Мао Цзэдун,SIBLING
21059,Sima Zhao,У-ди,SIBLING
21060,Ферри Каронделет,Клод Каронделет,SIBLING
21061,Waltraud Grass,Гюнтер Грасс,SIBLING
21062,Sima Jing,Сыма Лунь,SIBLING
21063,Джоан Шекспир,Уильям Шекспир,SIBLING
21064,Brandon Jackson,Майкл Джексон,SIBLING
21065,Нептун,Юпитер,SIBLING
21066,Claudette Dion,Селин Дион,SIBLING
21067,Ханс Дюрер,Альбрехт Дюрер,SIBLING
21068,Лю Син,Чэн-ди,SIBLING
21069,Yelü Longxian,Ши-цзун,SIBLING
21070,Fadilla,Коммод,SIBLING
21071,Джочи-Хасар,Чингисхан,SIBLING
21072,Елюй Лунцин,Шэн-цзун,SIBLING
21073,Публий Септимий Гета,Септимий Север,SIBLING
21074,Elizabeth Marcos,Фердинанд Маркос,SIBLING
21075,принцесса Ваньниань,Сяосянь-ди,SIBLING
21076,Елизавета Рудланская,Эдуард II,SIBLING
21077,Клеопатра Селена I,Птолемей X,SIBLING
21078,Эи-гунчжу,Чжао-ди,SIBLING
21079,Ребби Джексон,Майкл Джексон,SIBLING
21080,Мария Вудстокская,Эдуард II,SIBLING
21081,Богдан Витальевич Пищальников,Дарья Витальевна Пищальникова,SIBLING
21082,Антиох III Великий,Селевк III Керавн,SIBLING
21083,Johan George Escher,Мауриц Корнелис Эшер,SIBLING
21084,Фридрих Карл Альвин Поккельс,Агнес Луиза Вильгельмина Поккельс,SIBLING
21085,Модест Ильич Чайковский,Пётр Ильич Чайковский,SIBLING
21086,Ahmose-Nebetta,Яхмос I,SIBLING
21087,Erasmus Alvey Darwin,Чарльз Дарвин,SIBLING
21088,"Стюарт, Джон, граф Мара",Мэри Стюарт,SIBLING
21089,Ludwig Heuss,Теодор Хойс,SIBLING
21090,Тэйси Нил,Matthew Kneale,SIBLING
21091,Лю И,Цзин-ди,SIBLING
21092,Ева Шлосс,Анна Франк,SIBLING
21093,Лю Кан,Чэн-ди,SIBLING
21094,"William Cunningham, 8th Earl of Glencairn",Энн Каннингем,SIBLING
21095,Лю Ван,Хэ-ди (династия Хань),SIBLING
21096,Francesco Pacelli,Пий XII,SIBLING
21097,Пинъян-гунчжу,У-ди,SIBLING
21098,Лю Цы,Чжан-ди,SIBLING
21099,Kobina Annan,Кофи Аннан,SIBLING
21100,Wanyan Wodai,Ваньянь Агуда,SIBLING
21101,Нейл Буш,Джордж Уокер Буш,SIBLING
21102,Meng Pi,Конфуций,SIBLING
21103,Prince Jianglü,Цзыин,SIBLING
21104,Liu Jian,Вэнь-ди,SIBLING
21105,Ahmose-Henuttamehu,Яхмос I,SIBLING
21106,Рамсес IV,Рамсес VI,SIBLING
21107,Наньгун-гунчжу,У-ди,SIBLING
21108,Квинт Туллий Цицерон,Марк Туллий Цицерон,SIBLING
21109,Сыма И,Хуэй-ди,SIBLING
21110,Елюй Бише,Елюй Шулюй,SIBLING
21111,Шии-гунчжу,Чжао-ди,SIBLING
21112,Мария Шампольон,Жан-Франсуа Шампольон,SIBLING
21113,Princess Xiuwu Bao,Шан-ди,SIBLING
21114,Синъян-чангунчжу,Хуэй-ди,SIBLING
21115,Сыма Чжао,Сыма Лунь,SIBLING
21116,Клеопатра VI,Клеопатра,SIBLING
21117,Ваньянь Цзин,Ваньянь Сюнь,SIBLING
21118,Лю Тай,Шао-ди Гун,SIBLING
21119,Елюй Яньшоунюй,Шэн-цзун,SIBLING
21120,Лю Фа,У-ди,SIBLING
21121,Ноа Сайрус,Майли Сайрус,SIBLING
21122,Mohamed Ali Bedoui,"Марзуки, Монсеф",SIBLING
21123,Лю Чжунли,Мин-ди,SIBLING
21124,"Марраш, Марьяна","Марраш, Франсис",SIBLING
21125,"Джон Гамильтон, 1-й маркиз Гамильтон",Анна Гамильтон,SIBLING
21126,Gilberte Périer,Блез Паскаль,SIBLING
21127,Sima Guangde,У-ди,SIBLING
21128,Suzanne Bardèche,Робер Бразиллаш,SIBLING
21129,Vitalie Rimbaud,Артюр Рембо,SIBLING
21130,Лю Эюй,У-ди,SIBLING
21131,Eddie Simon,Пол Саймон,SIBLING
21132,Елюй Лиху,Елюй Яогу,SIBLING
21133,"Адамс, Стивен",Валери Адамс,SIBLING
21134,Виктория Прусская,Вильгельм II,SIBLING
21135,Andi Rock,Крис Рок,SIBLING
21136,Брэнди Сайрус,Майли Сайрус,SIBLING
21137,Трифаена,Птолемей X,SIBLING
21138,Клеопатра IV,Птолемей X,SIBLING
21139,Catherine d'Arc,Жанна д’Арк,SIBLING
21140,"Малуда, Лесли","Малуда, Флоран",SIBLING
21141,Джеффри Спендер,Фокс Малдер,SIBLING
21142,Тони Родэм,Хиллари Клинтон,SIBLING
21143,"Франклин, Джеймс",Джон Франклин,SIBLING
21144,Паула Гитлер,Адольф Гитлер,SIBLING
21145,"Хартинг, Кристоф",Роберт Хартинг,SIBLING
21146,Yelü Zongyuan,Син-цзун,SIBLING
21147,Нерон Юлий Цезарь Германик,Калигула,SIBLING
21148,Хуньху,Ши-цзун,SIBLING
21149,"Дюшан, Сюзанна",Марсель Дюшан,SIBLING
21150,Yelü Shuogu,Син-цзун,SIBLING
21151,Фрэнсис Байден,Джо Байден,SIBLING
21152,Лю Кан,Мин-ди,SIBLING
21153,Miguel Piñera Echenique,Себастьян Пиньера,SIBLING
21154,Лю У,Шао-ди Хун,SIBLING
21155,Святая Изабелла Французская,Людовик IX,SIBLING
21156,Фернандо Алессандри,Хорхе Алессандри Родригес,SIBLING
21157,Lavinia Norcross Dickinson,Эмили Дикинсон,SIBLING
21158,Бронислав Осипович Пилсудский,Юзеф Пилсудский,SIBLING
21159,Constantin de Brancovan,"Ноай, Анна де",SIBLING
21160,Фусу,Цзыин,SIBLING
21161,Pinky Aquino-Abellada,Бенигно Акино III,SIBLING
21162,Karl Schumann,Роберт Шуман,SIBLING
21163,Макбуле Атадан,Мустафа Кемаль Ататюрк,SIBLING
21164,Фусу,Эрши Хуан-ди,SIBLING
21165,Princess Yingyi,Чэн-ди,SIBLING
21166,Иордания Рок,Крис Рок,SIBLING
21167,Wanyan Gao,Ваньянь Агуда,SIBLING
21168,Елюй Алянь,Дао-цзун,SIBLING
21169,Liu Hui,Вэнь-ди,SIBLING
21170,Robert Mitterrand,Франсуа Миттеран,SIBLING
21171,Виджая Лакшми Пандит,Джавахарлал Неру,SIBLING
21172,Yelü Fobaonu,Син-цзун,SIBLING
21173,Герман Валлентин,Роза Валетти,SIBLING
21174,Pierre Brel,Жак Брель,SIBLING
21175,Лю Кай,Хэ-ди (династия Хань),SIBLING
21176,Барт Симпсон,Лиза Симпсон,SIBLING
21177,Хуннун-ван,Сяосянь-ди,SIBLING
21178,Liu Huang,Гуанъу-ди,SIBLING
21179,Александр Бельгийский,Альберт II,SIBLING
21180,Саломея,Дева Мария,SIBLING
21181,Лю Дэ,У-ди,SIBLING
21182,Jaime Kailani,Бруно Марс,SIBLING
21183,Гай Сульпиций Гальба,Гальба,SIBLING
21184,Лю У,Шао-ди Гун,SIBLING
21185,Мария Павловна Чехова,Антон Павлович Чехов,SIBLING
21186,Лю Гуан,Чун-ди,SIBLING
21187,Izabela Barcińska,Фредерик Шопен,SIBLING
21188,Елюй Бацинь,Дао-цзун,SIBLING
21189,Cäcilie Avenarius,Рихард Вагнер,SIBLING
21190,Лю Бо,Чжао-ди,SIBLING
21191,Иоганн Христоф Бах,Иоганн Себастьян Бах,SIBLING
21192,Sima Jun,Сыма Лунь,SIBLING
21193,Лю Чэннань,Чун-ди,SIBLING
21194,Лю Пэнцзу,У-ди,SIBLING
21195,Liu Yan,Чжан-ди,SIBLING
21196,Princess Gongyi Cheng,Шан-ди,SIBLING
21197,Монтухерхепешеф,Рамсес VI,SIBLING
21198,Papuchka Vivanco,2,SIBLING
21199,Хуэй-ди,Хуай-ди,SIBLING
21200,Emilie Helene Marie Louise Adenauer,Конрад Аденауэр,SIBLING
21201,Alexander Cameron,Дэвид Кэмерон,SIBLING
21202,Ваньянь Агуда,Ваньянь Уцимай,SIBLING
21203,José Pedro Alessandri,Артуро Алессандри,SIBLING
21204,Эмеренция Брантинг,Карл Линней,SIBLING
21205,Viel Aquino-Dee,Бенигно Акино III,SIBLING
21206,Джон Келли-младший,Грейс Келли,SIBLING
21207,Саманта Малдер,Фокс Малдер,SIBLING
21208,Karen Marie Andersen,Ханс Кристиан Андерсен,SIBLING
21209,Майкрофт Холмс,Шерлок Холмс,SIBLING
21210,Frederick Dickens,Чарльз Диккенс,SIBLING
21211,Liu Hui,Хуэй-ди,SIBLING
21212,John Warhola,Энди Уорхол,SIBLING
21213,Theoclia,Александр Север,SIBLING
21214,Птолемей Апион,Птолемей IX,SIBLING
21215,Caroline Darwin,Чарльз Дарвин,SIBLING
21216,Лю Сянь,Чжан-ди,SIBLING
21217,Антиохида,Селевк III Керавн,SIBLING
21218,William Austin Dickinson,Эмили Дикинсон,SIBLING
21219,Михаил Павлович Чехов,Антон Павлович Чехов,SIBLING
